depth,cali,gr,density,nphi,res
8001,12.196,71.378,2.322,0.486,2.333
8001.5,12.2,75.84,2.289,0.466,2.364
8002,12.2,74.995,2.25,0.429,2.446
8002.5,12.206,75.417,2.226,0.401,2.524
8003,12.255,75.155,2.218,0.404,2.549
8003.5,12.336,74.232,2.227,0.4,2.512
8004,12.342,76.59,2.228,0.394,2.422
8004.5,12.361,75.311,2.259,0.392,2.298
8005,12.354,75.456,2.283,0.387,2.213
8005.5,12.335,75.207,2.291,0.407,2.138
8006,12.308,73.898,2.291,0.425,2.044
8006.5,12.314,71.708,2.285,0.43,1.95
8007,12.269,75.663,2.275,0.417,1.867
8007.5,12.169,78.98,2.274,0.392,1.812
8008,12.161,82.508,2.274,0.407,1.761
8008.5,12.166,79.347,2.281,0.409,1.717
8009,12.16,78.455,2.282,0.426,1.683
8009.5,12.163,79.895,2.302,0.448,1.634
8010,12.164,80.544,2.319,0.468,1.582
8010.5,12.166,79.752,2.33,0.485,1.547
8011,12.164,77.685,2.326,0.47,1.505
8011.5,12.126,78.23,2.317,0.451,1.467
8012,12.118,76.09,2.305,0.461,1.446
8012.5,12.052,74.935,2.3,0.437,1.435
8013,12.136,74.814,2.287,0.424,1.415
8013.5,12.166,75.8,2.27,0.351,1.379
8014,12.155,71.443,2.263,0.372,1.309
8014.5,12.172,68.465,2.282,0.395,1.24
8015,12.23,66.033,2.324,0.468,1.191
8015.5,12.243,68.482,2.339,0.463,1.156
8016,12.241,72.271,2.342,0.461,1.116
8016.5,12.218,73.016,2.282,0.42,1.081
8017,12.187,70.095,2.217,0.4,1.058
8017.5,12.184,63.214,2.185,0.385,1.044
8018,12.199,60.603,2.217,0.397,1.044
8018.5,12.232,62.876,2.279,0.383,1.059
8019,12.231,66.333,2.322,0.397,1.092
8019.5,12.237,69.528,2.337,0.405,1.128
8020,12.206,70.04,2.33,0.439,1.163
8020.5,12.122,68.353,2.315,0.435,1.195
8021,11.9,67.769,2.3,0.436,1.222
8021.5,11.774,69.105,2.298,0.443,1.235
8022,11.824,70.386,2.298,0.468,1.247
8022.5,12.098,67.425,2.271,0.463,1.286
8023,12.09,62.075,2.205,0.398,1.343
8023.5,11.516,53.087,2.152,0.319,1.377
8024,11.946,45.022,2.133,0.262,1.371
8024.5,11.959,40.158,2.18,0.263,1.342
8025,12.008,38.101,2.236,0.261,1.341
8025.5,12.076,40.12,2.295,0.254,1.348
8026,12.1,42.958,2.315,0.253,1.32
8026.5,12.159,48.423,2.302,0.289,1.267
8027,12.18,57.022,2.303,0.37,1.233
8027.5,12.231,64.395,2.321,0.427,1.227
8028,12.276,71.679,2.35,0.472,1.24
8028.5,12.299,72.182,2.34,0.458,1.218
8029,12.297,70.256,2.334,0.466,1.174
8029.5,12.28,67.804,2.314,0.46,1.158
8030,12.248,68.826,2.325,0.456,1.178
8030.5,12.233,72.071,2.327,0.464,1.218
8031,12.232,70.809,2.326,0.452,1.265
8031.5,12.236,72.677,2.33,0.469,1.302
8032,12.202,70.405,2.312,0.446,1.305
8032.5,12.047,71.606,2.278,0.414,1.288
8033,11.943,65.956,2.252,0.368,1.274
8033.5,11.946,63.256,2.258,0.38,1.258
8034,12.001,62.801,2.286,0.422,1.241
8034.5,12.231,63.34,2.292,0.444,1.235
8035,12.237,67.014,2.292,0.456,1.237
8035.5,12.253,67.631,2.282,0.452,1.22
8036,12.273,70.745,2.296,0.482,1.193
8036.5,12.361,69.005,2.31,0.474,1.171
8037,12.349,68.94,2.319,0.482,1.146
8037.5,12.319,70.077,2.316,0.471,1.121
8038,12.308,72.088,2.304,0.486,1.107
8038.5,12.201,73.711,2.305,0.47,1.1
8039,12.214,72.152,2.308,0.471,1.1
8039.5,12.199,69.512,2.32,0.465,1.106
8040,12.272,69.325,2.317,0.461,1.116
8040.5,12.244,71.109,2.335,0.454,1.135
8041,12.307,71.434,2.335,0.443,1.161
8041.5,12.306,72.676,2.348,0.429,1.191
8042,12.26,69.454,2.349,0.432,1.207
8042.5,12.264,68.563,2.345,0.437,1.201
8043,12.237,66.957,2.347,0.449,1.193
8043.5,12.236,67.988,2.341,0.414,1.179
8044,12.155,69.934,2.336,0.408,1.15
8044.5,12.056,68.7,2.323,0.425,1.131
8045,12.191,68.738,2.321,0.464,1.114
8045.5,12.368,69.647,2.337,0.483,1.101
8046,12.408,70.718,2.345,0.494,1.084
8046.5,12.425,71.394,2.35,0.454,1.047
8047,12.425,70.89,2.339,0.43,1.028
8047.5,12.434,74.066,2.335,0.421,1.024
8048,12.462,74.489,2.324,0.445,1.018
8048.5,12.494,77.083,2.311,0.446,1.009
8049,12.489,74.701,2.316,0.441,1.004
8049.5,12.487,74.858,2.31,0.435,1.009
8050,12.491,72.669,2.305,0.441,1.019
8050.5,12.475,71.632,2.3,0.444,1.019
8051,12.415,70.826,2.299,0.435,1.016
8051.5,12.329,68.955,2.292,0.443,1.016
8052,12.297,71.797,2.289,0.452,1.013
8052.5,12.283,70.742,2.303,0.472,1.002
8053,12.274,74.396,2.313,0.459,0.996
8053.5,12.263,73.89,2.32,0.449,0.995
8054,12.276,76.081,2.318,0.462,1.002
8054.5,12.277,76.313,2.316,0.466,1.023
8055,12.248,76.9,2.318,0.455,1.055
8055.5,12.229,74.855,2.305,0.437,1.085
8056,12.237,71.883,2.282,0.4,1.111
8056.5,12.243,68.274,2.252,0.37,1.147
8057,12.244,71.922,2.252,0.365,1.182
8057.5,12.462,72.734,2.264,0.404,1.207
8058,12.648,73.63,2.291,0.437,1.221
8058.5,12.599,72.612,2.313,0.441,1.215
8059,12.511,72.743,2.326,0.44,1.223
8059.5,12.448,71.153,2.346,0.429,1.21
8060,12.405,68.945,2.345,0.424,1.172
8060.5,12.418,67.743,2.339,0.418,1.121
8061,12.42,70.566,2.33,0.428,1.079
8061.5,12.42,71.395,2.327,0.411,1.047
8062,12.435,72.133,2.317,0.416,1.029
8062.5,12.537,70.348,2.322,0.42,1.018
8063,12.597,70.656,2.32,0.448,1.018
8063.5,12.604,72.367,2.328,0.445,1.019
8064,12.636,71.881,2.323,0.443,1.019
8064.5,12.648,73.485,2.325,0.448,1.018
8065,12.668,72.657,2.325,0.437,1.019
8065.5,12.675,72.155,2.324,0.436,1.021
8066,12.712,67.645,2.326,0.439,1.018
8066.5,12.698,68.944,2.332,0.439,1.013
8067,12.675,73.503,2.331,0.442,1.01
8067.5,12.675,75.516,2.333,0.447,1.015
8068,12.668,75.189,2.33,0.468,1.032
8068.5,12.718,70.889,2.331,0.46,1.036
8069,12.676,70.078,2.326,0.433,1.03
8069.5,12.601,68.564,2.306,0.42,1.033
8070,12.722,68.953,2.294,0.414,1.048
8070.5,12.785,71.955,2.276,0.464,1.051
8071,12.818,70.566,2.257,0.473,1.042
8071.5,12.872,70.404,2.242,0.49,1.041
8072,13.106,65.854,2.238,0.479,1.057
8072.5,13.442,66.584,2.266,0.464,1.072
8073,13.105,69.179,2.288,0.46,1.085
8073.5,12.805,71.658,2.295,0.441,1.097
8074,12.784,70.197,2.289,0.465,1.099
8074.5,12.803,71.008,2.291,0.435,1.098
8075,12.847,72.154,2.3,0.461,1.107
8075.5,12.715,73.533,2.31,0.447,1.111
8076,12.849,73.164,2.319,0.494,1.101
8076.5,12.646,71.558,2.323,0.465,1.109
8077,12.645,74.526,2.329,0.469,1.123
8077.5,12.592,73.94,2.321,0.441,1.124
8078,12.562,75.985,2.314,0.435,1.107
8078.5,12.569,77.864,2.319,0.447,1.081
8079,12.562,76.889,2.31,0.443,1.07
8079.5,12.565,76.564,2.307,0.466,1.067
8080,12.558,74.375,2.313,0.431,1.062
8080.5,12.562,75.692,2.329,0.438,1.058
8081,12.562,75.513,2.326,0.405,1.062
8081.5,12.565,74.413,2.313,0.434,1.063
8082,12.597,73.218,2.306,0.441,1.069
8082.5,12.537,72.424,2.297,0.462,1.078
8083,12.508,74.597,2.293,0.456,1.08
8083.5,12.526,75,2.301,0.479,1.08
8084,12.53,76.542,2.312,0.46,1.076
8084.5,12.558,75.163,2.317,0.451,1.071
8085,12.608,77.235,2.31,0.44,1.072
8085.5,12.604,74.772,2.307,0.448,1.066
8086,12.597,74.286,2.297,0.447,1.057
8086.5,12.604,72.582,2.296,0.437,1.047
8087,12.604,74.378,2.29,0.432,1.043
8087.5,12.666,74.087,2.296,0.443,1.046
8088,12.689,73.113,2.296,0.438,1.042
8088.5,12.616,70.713,2.293,0.483,1.042
8089,12.53,67.419,2.287,0.479,1.053
8089.5,12.489,68.118,2.294,0.485,1.063
8090,12.42,73.275,2.296,0.46,1.066
8090.5,12.414,75.724,2.296,0.466,1.063
8091,12.425,76.062,2.297,0.444,1.06
8091.5,12.425,74.933,2.3,0.439,1.058
8092,12.487,76.394,2.304,0.441,1.05
8092.5,12.585,75.34,2.308,0.489,1.045
8093,12.682,77.319,2.31,0.486,1.048
8093.5,12.695,75.598,2.308,0.489,1.053
8094,12.447,78.131,2.307,0.451,1.053
8094.5,12.368,75.067,2.296,0.449,1.053
8095,12.349,76.445,2.297,0.445,1.049
8095.5,12.34,77.013,2.309,0.446,1.045
8096,12.336,77.929,2.316,0.456,1.034
8096.5,12.346,78.208,2.314,0.47,1.022
8097,12.347,74.027,2.31,0.488,1.02
8097.5,12.338,73.802,2.308,0.475,1.018
8098,12.346,73.865,2.313,0.435,1.018
8098.5,12.342,75.352,2.318,0.425,1.016
8099,12.363,74.893,2.323,0.437,1.014
8099.5,12.373,74.632,2.325,0.482,1.013
8100,12.439,74.244,2.32,0.499,1.015
8100.5,12.462,73.178,2.326,0.48,1.02
8101,12.491,73.503,2.315,0.49,1.023
8101.5,12.491,74.963,2.32,0.479,1.021
8102,12.478,71.701,2.32,0.481,1.024
8102.5,12.443,70.096,2.328,0.464,1.026
8103,12.42,69.447,2.329,0.471,1.025
8103.5,12.42,73.68,2.329,0.472,1.017
8104,12.418,75.708,2.316,0.461,0.997
8104.5,12.396,75.853,2.317,0.443,0.98
8105,12.441,77.317,2.315,0.455,0.97
8105.5,12.432,77.074,2.328,0.454,0.965
8106,12.404,74.308,2.341,0.458,0.959
8106.5,12.34,71.223,2.362,0.456,0.949
8107,12.371,70.394,2.37,0.439,0.935
8107.5,12.384,72.593,2.359,0.456,0.924
8108,12.372,71.847,2.339,0.455,0.925
8108.5,12.383,72.819,2.334,0.459,0.926
8109,12.384,70.726,2.329,0.434,0.922
8109.5,12.372,71.158,2.325,0.47,0.92
8110,12.337,70.447,2.316,0.468,0.921
8110.5,12.331,72.394,2.313,0.468,0.923
8111,12.312,73.503,2.306,0.452,0.921
8111.5,12.313,72.935,2.318,0.46,0.914
8112,12.306,72.675,2.341,0.463,0.912
8112.5,12.3,72.675,2.346,0.449,0.916
8113,12.308,74.884,2.344,0.459,0.919
8113.5,12.312,75.721,2.335,0.471,0.918
8114,12.309,75.901,2.346,0.469,0.912
8114.5,12.308,72.069,2.346,0.482,0.902
8115,12.294,73.745,2.344,0.488,0.895
8115.5,12.422,72.765,2.343,0.48,0.894
8116,12.523,75.118,2.348,0.478,0.891
8116.5,12.416,72.054,2.361,0.493,0.891
8117,12.351,71.702,2.358,0.483,0.894
8117.5,12.283,70.103,2.349,0.466,0.901
8118,12.273,73.41,2.339,0.445,0.914
8118.5,12.249,76.204,2.334,0.459,0.926
8119,12.251,79.344,2.337,0.457,0.939
8119.5,12.258,80.235,2.336,0.463,0.947
8120,12.255,81.677,2.357,0.475,0.953
8120.5,12.248,77.824,2.381,0.494,0.952
8121,12.234,74.031,2.394,0.481,0.953
8121.5,12.246,69.877,2.395,0.449,0.95
8122,12.236,74.074,2.381,0.426,0.937
8122.5,12.237,77.145,2.374,0.425,0.912
8123,12.235,81.806,2.364,0.426,0.896
8123.5,12.236,79.659,2.366,0.435,0.888
8124,12.237,77.967,2.368,0.451,0.879
8124.5,12.214,73.242,2.372,0.464,0.867
8125,12.199,74.443,2.37,0.477,0.854
8125.5,12.235,73.875,2.359,0.479,0.847
8126,12.25,73.632,2.357,0.476,0.853
8126.5,12.255,70.826,2.344,0.439,0.855
8127,12.269,72.043,2.344,0.426,0.857
8127.5,12.268,74.702,2.346,0.426,0.855
8128,12.276,74.179,2.354,0.444,0.851
8128.5,12.266,73.205,2.365,0.432,0.844
8129,12.274,72.25,2.371,0.436,0.834
8129.5,12.28,73.016,2.379,0.451,0.827
8130,12.271,74.558,2.38,0.451,0.828
8130.5,12.264,74.639,2.385,0.476,0.831
8131,12.246,75.266,2.389,0.468,0.824
8131.5,12.26,73.139,2.391,0.477,0.804
8132,12.246,73.383,2.384,0.462,0.799
8132.5,12.244,72.512,2.392,0.468,0.808
8133,12.233,73.584,2.386,0.46,0.82
8133.5,12.241,71.556,2.388,0.428,0.829
8134,12.235,74.089,2.376,0.414,0.832
8134.5,12.236,72.791,2.358,0.417,0.834
8135,12.233,76.932,2.346,0.431,0.842
8135.5,12.241,76.67,2.344,0.429,0.857
8136,12.246,79.085,2.354,0.423,0.869
8136.5,12.255,76.729,2.364,0.417,0.879
8137,12.246,75.512,2.358,0.41,0.887
8137.5,12.255,75.45,2.362,0.425,0.896
8138,12.243,74.864,2.377,0.449,0.9
8138.5,12.23,75.351,2.388,0.474,0.906
8139,12.236,72.268,2.376,0.476,0.91
8139.5,12.241,73.647,2.368,0.454,0.911
8140,12.23,70.808,2.364,0.469,0.913
8140.5,12.221,73.378,2.364,0.458,0.916
8141,12.191,72.26,2.358,0.466,0.915
8141.5,12.167,75.036,2.368,0.45,0.904
8142,12.143,70.909,2.384,0.483,0.894
8142.5,12.12,72.506,2.409,0.48,0.887
8143,12.212,69.908,2.409,0.465,0.878
8143.5,12.219,74.042,2.392,0.421,0.866
8144,12.216,72.77,2.37,0.454,0.855
8144.5,12.214,78.028,2.358,0.45,0.848
8145,12.216,77.943,2.357,0.494,0.844
8145.5,12.216,77.943,2.347,0.473,0.843
8146,12.218,75.347,2.342,0.482,0.845
8146.5,12.214,75.45,2.34,0.457,0.846
8147,12.216,75.5,2.348,0.462,0.846
8147.5,12.221,76.05,2.356,0.454,0.845
8148,12.214,74.346,2.36,0.43,0.845
8148.5,12.214,74.783,2.357,0.406,0.847
8149,12.216,72.999,2.353,0.403,0.846
8149.5,12.205,73.533,2.348,0.437,0.844
8150,12.227,70.272,2.349,0.435,0.841
8150.5,12.211,72.335,2.345,0.453,0.842
8151,12.216,72.208,2.347,0.427,0.846
8151.5,12.218,76.563,2.34,0.455,0.852
8152,12.216,76.545,2.341,0.436,0.859
8152.5,12.212,76.608,2.362,0.468,0.864
8153,12.214,73.242,2.377,0.47,0.871
8153.5,12.225,71.051,2.371,0.489,0.879
8154,12.212,70.712,2.363,0.468,0.883
8154.5,12.157,74.525,2.355,0.463,0.885
8155,12.184,74.606,2.359,0.472,0.884
8155.5,12.241,75.531,2.357,0.473,0.875
8156,12.225,72.994,2.356,0.453,0.867
8156.5,12.184,73.238,2.355,0.438,0.867
8157,12.153,74.13,2.339,0.429,0.872
8157.5,12.149,75.189,2.334,0.452,0.877
8158,12.123,77.061,2.336,0.458,0.884
8158.5,12.127,74.853,2.33,0.479,0.89
8159,12.125,73.735,2.323,0.477,0.898
8159.5,12.125,73.405,2.308,0.471,0.901
8160,12.135,74.104,2.321,0.484,0.904
8160.5,12.136,74.771,2.343,0.474,0.908
8161,12.125,75.32,2.345,0.461,0.904
8161.5,12.113,78.289,2.347,0.425,0.906
8162,12.053,79.307,2.349,0.426,0.914
8162.5,12.06,78.045,2.365,0.438,0.923
8163,12.128,77.768,2.368,0.485,0.929
8163.5,12.097,76.488,2.373,0.494,0.938
8164,12.069,78.274,2.374,0.509,0.953
8164.5,11.961,75.208,2.38,0.509,0.972
8165,11.911,79.913,2.359,0.5,0.995
8165.5,11.922,79.153,2.332,0.489,1.024
8166,11.924,79.982,2.307,0.485,1.055
8166.5,11.921,78.44,2.297,0.5,1.08
8167,11.895,83.705,2.305,0.495,1.098
8167.5,11.868,86.788,2.312,0.463,1.119
8168,11.939,87.031,2.337,0.436,1.135
8168.5,11.98,84.455,2.345,0.446,1.136
8169,11.971,82.489,2.349,0.443,1.121
8169.5,11.905,80.301,2.337,0.437,1.107
8170,11.965,80.464,2.344,0.411,1.098
8170.5,12.031,79.248,2.354,0.424,1.098
8171,12.02,80.543,2.348,0.439,1.094
8171.5,12.008,82.337,2.338,0.47,1.083
8172,12.003,85.114,2.334,0.494,1.079
8172.5,11.956,81.967,2.335,0.522,1.071
8173,11.966,80.801,2.332,0.498,1.052
8173.5,12.04,77.069,2.342,0.483,1.04
8174,12.041,78.129,2.388,0.449,1.035
8174.5,12.035,74.336,2.431,0.45,1.015
8175,12.026,75.94,2.415,0.436,0.982
8175.5,12.061,72.754,2.365,0.441,0.956
8176,12.093,69.119,2.326,0.458,0.936
8176.5,12.092,66.629,2.327,0.447,0.923
8177,12.091,67.7,2.33,0.43,0.911
8177.5,12.092,71.074,2.346,0.444,0.904
8178,12.086,71.635,2.344,0.459,0.898
8178.5,12.083,72.899,2.352,0.477,0.897
8179,12.052,71.538,2.403,0.448,0.899
8179.5,12.063,70.548,2.462,0.441,0.897
8180,12.106,69.674,2.477,0.443,0.892
8180.5,12.15,69.055,2.411,0.431,0.888
8181,12.068,69.314,2.367,0.434,0.892
8181.5,12.03,72.497,2.348,0.461,0.901
8182,11.987,71.64,2.341,0.493,0.902
8182.5,11.945,73.373,2.346,0.486,0.912
8183,11.894,72.3,2.356,0.456,0.93
8183.5,11.861,76.859,2.352,0.448,0.951
8184,11.804,76.342,2.337,0.436,0.973
8184.5,11.747,75.572,2.32,0.444,0.999
8185,11.7,75.309,2.316,0.435,1.037
8185.5,11.642,76.445,2.317,0.466,1.085
8186,11.569,77.459,2.331,0.457,1.146
8186.5,11.521,79.75,2.332,0.468,1.211
8187,11.446,82.846,2.334,0.475,1.272
8187.5,11.265,87.552,2.315,0.505,1.335
8188,11.363,84.712,2.291,0.477,1.39
8188.5,11.139,80.841,2.264,0.46,1.428
8189,11.221,79.219,2.254,0.418,1.445
8189.5,11.269,80.497,2.252,0.451,1.426
8190,11.398,86.626,2.265,0.447,1.395
8190.5,11.461,88.877,2.279,0.471,1.363
8191,11.543,89.384,2.308,0.49,1.317
8191.5,11.595,86.077,2.314,0.501,1.253
8192,11.687,83.643,2.332,0.511,1.178
8192.5,11.759,84.232,2.346,0.468,1.119
8193,11.852,83.177,2.352,0.492,1.071
8193.5,11.893,82.123,2.351,0.474,1.035
8194,11.914,78.484,2.347,0.481,1.011
8194.5,11.909,76.599,2.343,0.458,0.996
8195,11.907,75.889,2.329,0.469,0.98
8195.5,11.916,78.189,2.319,0.482,0.966
8196,11.98,77.963,2.332,0.474,0.97
8196.5,11.996,73.014,2.344,0.474,0.991
8197,11.996,68.686,2.35,0.452,1.008
8197.5,11.995,68.993,2.351,0.443,1.023
8198,11.994,71.913,2.346,0.429,1.041
8198.5,11.994,73.097,2.335,0.462,1.055
8199,11.98,73.676,2.328,0.506,1.055
8199.5,11.978,72.297,2.319,0.504,1.049
8200,11.98,72.604,2.327,0.496,1.049
8200.5,11.984,72.936,2.331,0.465,1.059
8201,11.985,75.183,2.342,0.494,1.074
8201.5,11.941,78.12,2.351,0.49,1.086
8202,11.911,79.988,2.357,0.501,1.091
8202.5,11.872,83.805,2.348,0.476,1.09
8203,11.79,87.231,2.338,0.467,1.097
8203.5,11.887,87.597,2.33,0.459,1.104
8204,11.955,88.349,2.329,0.462,1.098
8204.5,11.994,87.983,2.338,0.454,1.086
8205,12.091,90.161,2.356,0.446,1.074
8205.5,12.143,88.842,2.367,0.462,1.06
8206,12.15,83.753,2.377,0.476,1.037
8206.5,12.145,84.029,2.376,0.507,1.013
8207,12.136,85.915,2.372,0.495,0.995
8207.5,12.142,87.401,2.367,0.479,0.984
8208,12.133,86.59,2.36,0.47,0.98
8208.5,12.106,81.722,2.372,0.462,0.978
8209,12.106,84.596,2.366,0.481,0.978
8209.5,12.095,82.652,2.37,0.452,0.985
8210,12.108,84.437,2.359,0.464,0.999
8210.5,12.098,83.89,2.354,0.473,1.004
8211,12.09,85.996,2.337,0.493,1.004
8211.5,12.081,87.679,2.337,0.484,1.001
8212,12.092,88.758,2.345,0.454,1.001
8212.5,12.097,88.515,2.344,0.438,1.003
8213,12.091,85.029,2.35,0.44,1.005
8213.5,12.092,84.314,2.363,0.455,1.009
8214,12.113,85.219,2.39,0.46,1.009
8214.5,12.164,91.16,2.397,0.445,1.007
8215,12.161,89.579,2.393,0.457,1.005
8215.5,12.155,89.344,2.366,0.447,1
8216,12.164,85.726,2.359,0.443,0.987
8216.5,12.166,83.941,2.342,0.411,0.973
8217,12.168,83.433,2.344,0.411,0.963
8217.5,12.17,83.481,2.339,0.413,0.963
8218,12.191,82.702,2.343,0.419,0.966
8218.5,12.204,80.268,2.347,0.413,0.961
8219,12.202,80.735,2.354,0.409,0.96
8219.5,12.199,80.721,2.348,0.4,0.97
8220,12.202,80.721,2.35,0.417,0.986
8220.5,12.211,77.171,2.354,0.435,1.002
8221,12.235,77.96,2.364,0.435,1.013
8221.5,12.228,79.42,2.371,0.432,1.029
8222,12.236,80.637,2.365,0.42,1.044
8222.5,12.239,79.75,2.354,0.425,1.053
8223,12.229,77.632,2.342,0.419,1.064
8223.5,12.23,80.309,2.333,0.438,1.074
8224,12.233,80.228,2.334,0.454,1.08
8224.5,12.241,77.965,2.339,0.45,1.085
8225,12.235,76.079,2.35,0.457,1.096
8225.5,12.235,78.598,2.353,0.443,1.105
8226,12.236,81.499,2.374,0.437,1.11
8226.5,12.239,81.113,2.396,0.436,1.116
8227,12.233,81.109,2.411,0.458,1.121
8227.5,12.235,79.119,2.403,0.457,1.126
8228,12.233,77.154,2.391,0.43,1.125
8228.5,12.239,76.606,2.372,0.41,1.125
8229,12.237,78.21,2.358,0.42,1.13
8229.5,12.226,79.993,2.354,0.429,1.129
8230,12.212,80.461,2.35,0.432,1.13
8230.5,12.205,81.191,2.351,0.425,1.143
8231,12.199,85.029,2.353,0.437,1.157
8231.5,12.2,82.595,2.361,0.434,1.163
8232,12.202,85.029,2.352,0.43,1.169
8232.5,12.205,81.859,2.356,0.434,1.173
8233,12.211,83.806,2.369,0.434,1.179
8233.5,12.235,79.193,2.371,0.457,1.186
8234,12.235,77.957,2.377,0.427,1.194
8234.5,12.238,76.578,2.365,0.408,1.208
8235,12.239,80.449,2.369,0.37,1.224
8235.5,12.233,82.09,2.361,0.377,1.242
8236,12.232,82.252,2.375,0.404,1.264
8236.5,12.207,81.19,2.382,0.417,1.282
8237,12.196,79.711,2.392,0.423,1.291
8237.5,12.2,81.881,2.381,0.405,1.298
8238,12.196,82.449,2.381,0.43,1.304
8238.5,12.206,81.212,2.381,0.42,1.309
8239,12.2,82.693,2.391,0.424,1.311
8239.5,12.198,82.399,2.396,0.405,1.302
8240,12.199,84.465,2.396,0.414,1.289
8240.5,12.202,82.589,2.393,0.411,1.281
8241,12.2,80.91,2.391,0.41,1.28
8241.5,12.196,80.514,2.385,0.41,1.28
8242,12.202,82.065,2.39,0.44,1.271
8242.5,12.216,84.799,2.384,0.449,1.259
8243,12.225,86.451,2.396,0.44,1.25
8243.5,12.24,84.179,2.396,0.412,1.242
8244,12.223,81.501,2.393,0.406,1.221
8244.5,12.207,82.112,2.392,0.422,1.184
8245,12.187,81.959,2.393,0.432,1.14
8245.5,12.171,80.57,2.4,0.429,1.107
8246,12.182,79.814,2.393,0.426,1.081
8246.5,12.182,79.824,2.397,0.412,1.054
8247,12.184,81.862,2.404,0.441,1.033
8247.5,12.182,80.768,2.415,0.436,1.016
8248,12.17,80.658,2.416,0.442,1.014
8248.5,12.184,81.46,2.416,0.409,1.034
8249,12.182,78.433,2.411,0.434,1.067
8249.5,12.177,81.445,2.406,0.423,1.112
8250,12.175,84.518,2.395,0.426,1.164
8250.5,12.186,88.806,2.373,0.407,1.226
8251,12.182,85.885,2.348,0.418,1.284
8251.5,12.179,82.612,2.324,0.451,1.337
8252,12.18,82.957,2.326,0.468,1.374
8252.5,12.179,82.704,2.337,0.493,1.4
8253,12.182,82.255,2.345,0.462,1.414
8253.5,12.18,81.291,2.345,0.44,1.417
8254,12.182,81.039,2.341,0.438,1.408
8254.5,12.177,83.134,2.343,0.453,1.399
8255,12.18,83.915,2.331,0.479,1.392
8255.5,12.179,85.16,2.323,0.48,1.385
8256,12.182,82.397,2.307,0.461,1.378
8256.5,12.173,81.825,2.296,0.447,1.377
8257,12.184,83.752,2.297,0.459,1.386
8257.5,12.182,83.69,2.301,0.48,1.398
8258,12.18,82.893,2.314,0.472,1.4
8258.5,12.175,82.662,2.316,0.435,1.39
8259,12.182,81.76,2.318,0.418,1.377
8259.5,12.18,81.77,2.322,0.414,1.37
8260,12.182,79.256,2.324,0.408,1.371
8260.5,12.179,81.77,2.331,0.423,1.372
8261,12.175,81.588,2.34,0.421,1.369
8261.5,12.182,83.543,2.333,0.435,1.365
8262,12.182,82.317,2.333,0.436,1.351
8262.5,12.18,83.624,2.33,0.451,1.333
8263,12.184,82.783,2.34,0.437,1.315
8263.5,12.173,86.464,2.342,0.434,1.299
8264,12.182,87.448,2.339,0.427,1.282
8264.5,12.182,88.693,2.331,0.458,1.267
8265,12.184,86.989,2.333,0.439,1.251
8265.5,12.173,87.638,2.341,0.448,1.234
8266,12.182,86.26,2.339,0.431,1.221
8266.5,12.18,87.62,2.342,0.455,1.211
8267,12.189,86.495,2.348,0.416,1.2
8267.5,12.173,88.351,2.351,0.415,1.191
8268,12.182,84.15,2.355,0.389,1.181
8268.5,12.18,81.445,2.359,0.423,1.174
8269,12.186,79.833,2.365,0.417,1.17
8269.5,12.177,81.203,2.375,0.43,1.167
8270,12.182,82.036,2.374,0.407,1.161
8270.5,12.172,79.619,2.377,0.438,1.154
8271,12.189,78.627,2.367,0.438,1.148
8271.5,12.226,78.063,2.367,0.462,1.137
8272,12.232,79.921,2.368,0.462,1.124
8272.5,12.235,81.762,2.375,0.465,1.11
8273,12.255,81.428,2.385,0.482,1.1
8273.5,12.264,81.438,2.375,0.474,1.09
8274,12.265,81.583,2.365,0.465,1.075
8274.5,12.275,82.385,2.351,0.44,1.061
8275,12.287,82.112,2.349,0.419,1.047
8275.5,12.278,79.244,2.349,0.45,1.038
8276,12.274,78.816,2.366,0.469,1.033
8276.5,12.241,77.265,2.379,0.469,1.03
8277,12.235,78.573,2.374,0.442,1.025
8277.5,12.245,79.344,2.363,0.448,1.019
8278,12.239,81.051,2.361,0.464,1.013
8278.5,12.228,82.248,2.351,0.499,1.008
8279,12.238,81.436,2.349,0.464,1.002
8279.5,12.239,81.747,2.351,0.454,0.996
8280,12.237,79.181,2.362,0.413,0.991
8280.5,12.23,79.901,2.367,0.439,0.989
8281,12.236,78.903,2.371,0.435,0.991
8281.5,12.241,81.246,2.365,0.462,0.993
8282,12.239,80.769,2.364,0.451,0.993
8282.5,12.255,82.74,2.36,0.492,0.991
8283,12.266,82.263,2.355,0.503,0.991
8283.5,12.274,82.989,2.348,0.55,0.993
8284,12.278,83.334,2.349,0.522,0.993
8284.5,12.27,83.071,2.359,0.497,0.993
8285,12.274,84.019,2.361,0.444,0.992
8285.5,12.27,83.543,2.364,0.432,0.99
8286,12.274,84.696,2.367,0.427,0.985
8286.5,12.255,83.833,2.365,0.434,0.979
8287,12.253,81.29,2.352,0.435,0.972
8287.5,12.246,80.594,2.342,0.447,0.967
8288,12.253,82.454,2.349,0.462,0.965
8288.5,12.241,87.885,2.351,0.431,0.968
8289,12.232,86.799,2.35,0.446,0.973
8289.5,12.243,86.47,2.346,0.426,0.977
8290,12.219,85.286,2.368,0.45,0.98
8290.5,12.18,86.624,2.382,0.433,0.983
8291,12.166,85.641,2.382,0.422,0.988
8291.5,12.164,80.438,2.372,0.445,0.993
