depth,cali,gr,density,nphi,res
7198,12.61,49.803,2.327,0.221,2.51
7198.5,12.599,52.14,2.316,0.215,2.573
7199,12.631,52.786,2.327,0.226,2.655
7199.5,12.673,53.194,2.32,0.231,2.755
7200,12.565,50.686,2.315,0.244,2.865
7200.5,12.446,51.986,2.302,0.249,2.955
7201,12.24,50.353,2.289,0.265,3.002
7201.5,12.2,50.438,2.261,0.272,3.018
7202,12.234,51.181,2.249,0.287,2.991
7202.5,12.354,56.31,2.281,0.306,2.944
7203,12.377,60.207,2.334,0.328,2.881
7203.5,12.393,63.923,2.355,0.352,2.818
7204,12.434,67.603,2.361,0.356,2.71
7204.5,12.489,70.118,2.385,0.346,2.602
7205,12.496,69.403,2.382,0.333,2.52
7205.5,12.51,64.291,2.371,0.302,2.483
7206,12.538,62.328,2.372,0.284,2.501
7206.5,12.581,60.692,2.383,0.268,2.553
7207,12.634,60.82,2.376,0.264,2.647
7207.5,12.622,58.231,2.361,0.266,2.818
7208,12.479,55.649,2.324,0.265,3.061
7208.5,12.331,52.709,2.314,0.258,3.405
7209,12.102,48.083,2.313,0.238,3.803
7209.5,12.064,45.243,2.34,0.193,4.366
7210,11.971,42.761,2.341,0.169,4.95
7210.5,11.939,39.04,2.335,0.148,5.616
7211,12.079,36.102,2.324,0.169,6.471
7211.5,12.147,35.033,2.316,0.179,7.623
7212,12.196,37.142,2.297,0.182,8.556
7212.5,12.165,38.59,2.277,0.163,9.136
7213,12.159,36.967,2.257,0.148,9.503
7213.5,12.15,37.416,2.253,0.161,9.004
7214,12.056,37.852,2.291,0.173,7.985
7214.5,12.056,42.731,2.33,0.208,7.07
7215,12.088,45.626,2.344,0.232,6.156
7215.5,12.074,48.709,2.299,0.265,5.394
7216,12.024,51.63,2.272,0.273,4.987
7216.5,12.044,55.249,2.245,0.293,4.656
7217,12.14,58.131,2.225,0.289,4.284
7217.5,12.17,58.457,2.214,0.28,3.949
7218,12.182,62.203,2.247,0.298,3.739
7218.5,12.269,64.725,2.32,0.324,3.698
7219,12.365,66.698,2.365,0.361,4.147
7219.5,12.305,60.127,2.343,0.298,4.667
7220,12.267,53.611,2.295,0.228,4.998
7220.5,12.236,44.801,2.275,0.159,5.909
7221,12.237,39.771,2.288,0.141,7.595
7221.5,12.236,37.213,2.313,0.147,10.477
7222,12.235,34.951,2.305,0.153,13.818
7222.5,12.238,35.121,2.274,0.152,16.923
7223,12.232,34.931,2.251,0.154,17.758
7223.5,12.229,37.5,2.236,0.144,17.593
7224,12.248,38.083,2.235,0.147,16.487
7224.5,12.243,37.895,2.246,0.133,15.65
7225,12.278,36.693,2.273,0.136,14.909
7225.5,12.266,36.28,2.297,0.134,13.379
7226,12.262,36.213,2.304,0.139,11.621
7226.5,12.278,36.64,2.292,0.132,9.623
7227,12.27,38.165,2.273,0.147,7.009
7227.5,12.283,43.372,2.287,0.206,4.997
7228,12.346,50.989,2.324,0.279,3.547
7228.5,12.354,62.849,2.376,0.366,2.868
7229,12.386,69.301,2.392,0.395,2.482
7229.5,12.378,75.061,2.39,0.422,2.098
7230,12.406,73.508,2.374,0.405,1.765
7230.5,12.415,75.942,2.37,0.403,1.581
7231,12.42,77.34,2.362,0.41,1.486
7231.5,12.44,81.239,2.364,0.397,1.412
7232,12.446,80.871,2.366,0.391,1.376
7232.5,12.457,79.036,2.374,0.383,1.366
7233,12.464,75.638,2.376,0.399,1.358
7233.5,12.528,77.09,2.378,0.408,1.356
7234,12.518,75.109,2.359,0.403,1.353
7234.5,12.585,76.739,2.351,0.382,1.357
7235,12.68,73.057,2.349,0.407,1.36
7235.5,12.709,73.561,2.368,0.409,1.362
7236,12.808,73.78,2.38,0.44,1.365
7236.5,12.82,74.053,2.384,0.432,1.371
7237,12.851,74.344,2.376,0.447,1.374
7237.5,12.86,71.416,2.363,0.452,1.373
7238,12.892,73.659,2.363,0.447,1.382
7238.5,12.842,71.144,2.359,0.433,1.396
7239,12.727,74.641,2.364,0.41,1.406
7239.5,12.634,73.18,2.356,0.411,1.416
7240,12.56,76.2,2.366,0.408,1.427
7240.5,12.51,75.563,2.363,0.395,1.436
7241,12.45,78.991,2.368,0.388,1.439
7241.5,12.447,79.436,2.358,0.4,1.444
7242,12.452,79.666,2.358,0.423,1.448
7242.5,12.405,78.202,2.355,0.433,1.453
7243,12.386,82.527,2.351,0.43,1.471
7243.5,12.381,82.608,2.36,0.441,1.509
7244,12.379,80.798,2.359,0.411,1.562
7244.5,12.384,75.687,2.352,0.397,1.585
7245,12.376,74.647,2.342,0.391,1.595
7245.5,12.388,73.601,2.347,0.435,1.615
7246,12.376,73.618,2.361,0.444,1.656
7246.5,12.388,73.835,2.361,0.439,1.719
7247,12.383,74.746,2.322,0.403,1.766
7247.5,12.372,71.565,2.294,0.368,1.75
7248,12.4,68.789,2.299,0.347,1.748
7248.5,12.416,67.148,2.324,0.369,1.768
7249,12.422,71.61,2.345,0.393,1.779
7249.5,12.416,73.586,2.357,0.42,1.712
7250,12.453,75.618,2.376,0.428,1.613
7250.5,12.501,74.662,2.386,0.441,1.546
7251,12.498,74.986,2.383,0.452,1.527
7251.5,12.479,76.094,2.351,0.432,1.534
7252,12.427,78.267,2.316,0.42,1.568
7252.5,12.415,77.995,2.286,0.398,1.63
7253,12.443,77.957,2.277,0.389,1.695
7253.5,12.469,78.444,2.283,0.379,1.771
7254,12.501,77.337,2.268,0.363,1.921
7254.5,12.498,76.931,2.251,0.372,2.043
7255,12.521,75.142,2.243,0.381,2.117
7255.5,12.533,76.196,2.248,0.383,2.14
7256,12.526,74.248,2.258,0.36,2.175
7256.5,12.51,73.566,2.266,0.378,2.21
7257,12.452,73.485,2.29,0.398,2.187
7257.5,12.407,75.902,2.303,0.423,2.135
7258,12.418,76.924,2.325,0.424,2.086
7258.5,12.409,79.865,2.327,0.416,2.074
7259,12.356,78.989,2.329,0.404,2.07
7259.5,12.278,77.678,2.3,0.397,2.125
7260,12.199,76.32,2.259,0.385,2.232
7260.5,12.205,70.964,2.209,0.36,2.415
7261,12.196,67.475,2.168,0.33,2.649
7261.5,12.207,62.192,2.169,0.326,2.834
7262,12.25,63.881,2.212,0.342,2.941
7262.5,12.267,66.056,2.259,0.384,3.15
7263,12.275,68.54,2.229,0.403,3.499
7263.5,12.269,66.924,2.155,0.38,3.684
7264,12.278,63.871,2.136,0.326,3.334
7264.5,12.289,60.977,2.161,0.304,3.143
7265,12.307,62.706,2.238,0.343,3.393
7265.5,12.312,62.434,2.227,0.347,4.271
7266,12.243,58.669,2.168,0.32,4.493
7266.5,12.246,51.742,2.101,0.292,4.464
7267,12.324,50.618,2.087,0.291,4.894
7267.5,12.469,51.355,2.12,0.3,6
7268,12.459,51.867,2.127,0.276,7.644
7268.5,12.341,46.767,2.097,0.264,9.7
7269,12.276,44.658,2.071,0.254,10.365
7269.5,12.245,44.317,2.084,0.27,10.104
7270,12.2,47.39,2.108,0.271,10.509
7270.5,12.126,50.822,2.115,0.278,10.745
7271,12.065,53.072,2.122,0.276,10.028
7271.5,12.071,55.668,2.117,0.297,8.884
7272,12.12,58.024,2.094,0.31,8.476
7272.5,12.129,57.144,2.046,0.326,9.034
7273,12.165,54.772,2.03,0.316,10.145
7273.5,12.15,47.605,2.048,0.292,10.873
7274,12.174,44.189,2.086,0.264,12.928
7274.5,12.135,40.404,2.12,0.254,18.913
7275,12.059,40.418,2.149,0.267,24.45
7275.5,12.027,40.996,2.139,0.271,26.906
7276,12.01,42.663,2.103,0.273,28.812
7276.5,12.052,43.773,2.056,0.274,28.189
7277,12.168,44.476,2.025,0.282,27.525
7277.5,12.212,44.655,2.03,0.299,27.032
7278,12.303,42.8,2.07,0.342,26.382
7278.5,12.309,43.3,2.105,0.339,26.925
7279,12.285,41.85,2.087,0.31,27.878
7279.5,12.26,41.232,2.054,0.255,30.093
7280,12.15,39.138,2.046,0.268,33.79
7280.5,12.156,38.268,2.047,0.266,36.431
7281,12.153,38.562,2.053,0.269,37.969
7281.5,12.142,37.182,2.076,0.245,39.794
7282,11.999,38.46,2.097,0.246,40.162
7282.5,11.941,39.018,2.106,0.249,40.964
7283,11.973,40.406,2.095,0.259,42.114
7283.5,11.987,39.299,2.091,0.263,42.54
7284,11.974,39.309,2.107,0.244,42.308
7284.5,11.989,37.98,2.129,0.217,42.182
7285,11.949,35.766,2.148,0.195,41.55
7285.5,11.975,32.257,2.151,0.19,41.819
7286,11.978,31.882,2.15,0.187,44.459
7286.5,12.029,32.84,2.135,0.207,46.777
7287,12.056,34.797,2.107,0.218,49.595
7287.5,12.05,35.032,2.077,0.229,53.522
7288,12.054,35.275,2.079,0.227,55.712
7288.5,12.051,35.719,2.095,0.245,59.469
7289,12.076,35.8,2.1,0.247,70.748
7289.5,12.058,34.761,2.102,0.248,103.264
7290,12.06,35.348,2.096,0.229,165.298
7290.5,12.054,35.357,2.095,0.234,185.806
7291,12.047,37.493,2.069,0.25,119.544
7291.5,12.074,36.959,2.057,0.248,67.264
7292,12.104,38.979,2.069,0.247,25.453
7292.5,12.113,41.46,2.105,0.295,10.486
7293,12.12,45.597,2.133,0.381,6.055
7293.5,12.198,52.524,2.176,0.444,4.294
7294,12.521,58.951,2.202,0.48,3.254
7294.5,12.67,62.329,2.219,0.463,2.652
7295,12.727,63.613,2.221,0.485,2.248
7295.5,12.787,65.622,2.214,0.472,1.891
7296,12.808,68.79,2.204,0.49,1.642
7296.5,12.771,70.982,2.197,0.464,1.48
7297,12.686,67.402,2.178,0.466,1.417
7297.5,12.498,67.363,2.164,0.451,1.403
7298,12.521,65.333,2.151,0.458,1.411
7298.5,12.56,65.586,2.15,0.422,1.416
7299,12.604,65.029,2.152,0.448,1.438
7299.5,12.948,65.257,2.163,0.456,1.486
7300,13.037,66.068,2.206,0.466,1.597
7300.5,13.037,65.046,2.206,0.456,1.814
7301,13.04,63.165,2.202,0.445,2.053
7301.5,13.051,67.214,2.196,0.465,2.288
7302,13.128,65.937,2.192,0.484,2.503
7302.5,13.174,61.814,2.187,0.506,2.756
7303,12.951,54.387,2.166,0.451,3.137
7303.5,12.436,51.885,2.163,0.403,3.675
7304,12.174,53.426,2.165,0.363,4.325
7304.5,12.081,53.61,2.164,0.364,5.312
7305,12.051,51.894,2.151,0.327,6.549
7305.5,12.064,49.46,2.143,0.274,7.211
7306,12.129,44.944,2.148,0.231,7.263
7306.5,12.131,40.798,2.145,0.213,6.823
7307,12.128,41.915,2.155,0.22,5.861
7307.5,12.122,47.367,2.19,0.243,4.478
7308,12.139,55.231,2.254,0.311,3.5
7308.5,12.157,63.868,2.295,0.376,2.915
7309,12.223,70.836,2.326,0.435,2.468
7309.5,12.269,79.146,2.329,0.445,2.295
7310,12.351,81.866,2.335,0.474,2.121
7310.5,12.452,83.249,2.328,0.461,1.891
7311,12.496,81.363,2.321,0.454,1.808
7311.5,12.543,81.201,2.323,0.436,1.825
7312,12.578,79.733,2.321,0.458,1.883
7312.5,12.7,78.66,2.325,0.488,1.982
7313,12.705,74.705,2.326,0.497,2.115
7313.5,12.469,75.235,2.328,0.463,2.234
7314,12.388,76.345,2.324,0.43,2.314
7314.5,12.395,79.814,2.332,0.431,2.355
7315,12.429,77.271,2.331,0.459,2.4
7315.5,12.416,75.23,2.344,0.441,2.475
7316,12.444,71.598,2.346,0.386,2.682
7316.5,12.418,68.661,2.321,0.333,3.107
7317,12.43,62.611,2.238,0.324,3.588
7317.5,12.349,58.879,2.199,0.318,4.185
7318,12.263,55.822,2.191,0.339,4.83
7318.5,12.285,56.818,2.235,0.361,5.324
7319,12.346,54.921,2.242,0.379,5.792
7319.5,12.333,54.896,2.211,0.363,6.36
7320,12.351,53.111,2.181,0.329,6.74
7320.5,12.26,51.066,2.168,0.308,6.874
7321,12.278,50.51,2.189,0.304,6.928
7321.5,12.292,51.578,2.201,0.318,7.181
7322,12.308,52.077,2.195,0.304,7.698
7322.5,12.309,51.021,2.167,0.272,8.2
7323,12.308,45.816,2.164,0.233,8.464
7323.5,12.324,45.841,2.16,0.227,8.959
7324,12.402,44.856,2.161,0.221,9.862
7324.5,12.363,46.245,2.146,0.217,10.789
7325,12.342,43.09,2.142,0.204,11.324
7325.5,12.313,41.549,2.147,0.213,11.443
7326,12.287,39.6,2.162,0.214,11.315
7326.5,12.24,39.349,2.175,0.204,10.859
7327,12.182,37.479,2.208,0.189,10.017
7327.5,12.156,37.876,2.256,0.178,8.988
7328,12.15,42.888,2.295,0.175,7.351
7328.5,12.189,50.032,2.323,0.212,5.644
7329,12.359,59.443,2.336,0.271,4.598
7329.5,12.365,64.905,2.321,0.329,4.036
7330,12.336,69.435,2.276,0.359,3.641
7330.5,12.295,72.031,2.241,0.357,3.16
7331,12.312,71.869,2.24,0.355,2.83
7331.5,12.314,73.062,2.268,0.355,2.588
7332,12.379,72.413,2.314,0.377,2.523
7332.5,12.44,73.873,2.343,0.408,2.496
7333,12.386,73.504,2.357,0.394,2.519
7333.5,12.327,74.137,2.359,0.388,2.612
7334,12.237,71.379,2.271,0.358,2.781
7334.5,12.029,68.215,2.182,0.328,3.027
7335,12.019,61.142,2.151,0.278,3.266
7335.5,12.015,56.031,2.192,0.243,3.533
7336,12.026,55.058,2.255,0.273,3.81
7336.5,12.015,59.063,2.267,0.3,3.945
7337,11.983,64.011,2.278,0.334,3.933
7337.5,11.98,66.797,2.264,0.324,3.69
7338,11.983,67.447,2.26,0.336,3.236
7338.5,11.987,69.069,2.262,0.326,2.917
7339,11.98,70.08,2.285,0.328,2.796
7339.5,11.978,71.542,2.299,0.325,2.803
7340,11.978,72.903,2.292,0.336,2.927
7340.5,11.98,71.395,2.219,0.336,3.076
7341,11.987,70.799,2.177,0.316,3.267
7341.5,12.005,67.506,2.171,0.308,3.478
7342,12.028,66.37,2.201,0.303,3.831
7342.5,12.047,63.49,2.15,0.318,4.297
7343,12.049,60.067,2.079,0.313,5.128
7343.5,12.063,56.089,2.042,0.311,5.577
7344,12.079,52.273,2.041,0.293,5.829
7344.5,12.09,49.768,2.042,0.273,6.46
7345,12.091,49.281,2.056,0.26,7.788
7345.5,12.092,47.565,2.064,0.249,8.805
7346,12.086,47.662,2.104,0.26,9.044
7346.5,12.079,48.786,2.128,0.271,8.645
7347,12.053,52.761,2.168,0.308,7.469
7347.5,12.014,56.969,2.195,0.329,6.107
7348,12.02,57.431,2.221,0.344,5.323
7348.5,12.005,58.921,2.196,0.329,4.765
7349,11.969,61.178,2.159,0.325,4.229
7349.5,11.997,61.277,2.158,0.315,3.552
7350,11.994,62.708,2.218,0.32,2.903
7350.5,12.003,64.591,2.302,0.327,2.553
7351,12.039,72.467,2.377,0.345,2.353
7351.5,12.039,77.92,2.417,0.367,2.154
7352,12.04,80.212,2.437,0.372,1.967
7352.5,12.042,78.607,2.431,0.373,1.843
7353,12.035,77.243,2.433,0.356,1.761
7353.5,12.042,76.394,2.425,0.356,1.72
7354,12.038,78.645,2.43,0.36,1.706
7354.5,12.046,77.314,2.437,0.366,1.716
7355,12.032,79.018,2.431,0.361,1.747
7355.5,12.037,76.651,2.423,0.35,1.802
7356,12.005,79.089,2.388,0.338,1.851
7356.5,11.937,78.116,2.362,0.338,1.928
7357,11.95,78.864,2.323,0.335,2.03
7357.5,11.946,74.075,2.282,0.322,2.131
7358,11.944,69.141,2.246,0.299,2.229
7358.5,11.944,68.168,2.246,0.292,2.326
7359,11.961,68.571,2.278,0.32,2.42
7359.5,12.012,69.691,2.307,0.334,2.527
7360,11.983,70.069,2.325,0.341,2.534
7360.5,11.987,69.582,2.33,0.312,2.379
7361,11.974,69.76,2.331,0.322,2.281
7361.5,11.991,69.302,2.325,0.33,2.26
7362,11.974,71.089,2.339,0.362,2.232
7362.5,11.978,75.148,2.359,0.342,2.23
7363,11.98,77.806,2.365,0.333,2.235
7363.5,11.989,76.546,2.344,0.336,2.249
7364,11.971,73.931,2.318,0.351,2.289
7364.5,11.989,72.914,2.285,0.34,2.341
7365,11.972,69.385,2.253,0.315,2.46
7365.5,11.992,69.661,2.228,0.298,2.617
7366,11.972,69.219,2.228,0.32,2.811
7366.5,11.991,71.084,2.238,0.328,3.05
7367,11.974,68.927,2.225,0.336,3.275
7367.5,11.987,65.784,2.208,0.334,3.289
7368,12,66.027,2.158,0.343,3.189
7368.5,12.013,66.303,2.119,0.329,2.991
7369,12.02,64.759,2.126,0.312,2.857
7369.5,12.063,69.058,2.204,0.304,2.716
7370,12.117,70.174,2.335,0.333,2.564
7370.5,12.125,74.329,2.404,0.346,2.485
7371,12.11,73.599,2.365,0.338,2.386
7371.5,12.02,73.377,2.308,0.315,2.269
7372,12.056,70.616,2.253,0.292,2.252
7372.5,12.064,68.807,2.26,0.299,2.355
7373,12.092,69.845,2.28,0.311,2.537
7373.5,12.088,70.478,2.261,0.324,2.806
7374,12.099,69.029,2.198,0.303,3.058
7374.5,12.109,66.449,2.173,0.296,3.168
7375,12.108,66.303,2.173,0.307,3.269
7375.5,12.095,67.046,2.209,0.32,3.368
7376,12.047,67.362,2.198,0.312,3.534
7376.5,12.058,68.499,2.205,0.292,3.652
7377,12.052,66.795,2.203,0.302,3.674
7377.5,12.056,65.895,2.211,0.318,3.777
7378,12.015,63.881,2.21,0.317,3.952
7378.5,12.008,64.825,2.218,0.307,4.116
7379,12.023,61.769,2.218,0.299,4.355
7379.5,12.02,61.185,2.205,0.322,4.575
7380,12.023,60.604,2.199,0.329,4.885
7380.5,12.017,64.229,2.202,0.323,5.239
7381,12.006,62.105,2.215,0.308,5.728
7381.5,12.021,58.914,2.218,0.276,6.249
7382,12.02,54.035,2.226,0.28,7.008
7382.5,12.026,50.709,2.216,0.265,8.079
7383,12.027,46.883,2.179,0.269,9.354
7383.5,12.07,46.214,2.134,0.261,11.055
7384,12.088,45.16,2.109,0.26,13.334
7384.5,12.12,44.754,2.121,0.264,15.806
7385,12.136,44.623,2.133,0.252,18.392
7385.5,12.13,43.984,2.131,0.24,19.871
7386,12.129,43.301,2.137,0.225,19.959
7386.5,12.133,39.416,2.15,0.215,19.722
7387,12.118,38.351,2.166,0.211,19.195
7387.5,12.135,40.575,2.162,0.21,18.226
7388,12.122,42.717,2.147,0.211,17.346
7388.5,12.129,44.583,2.14,0.217,16.539
7389,12.125,44.015,2.147,0.213,15.789
7389.5,12.138,45.561,2.17,0.221,15.241
7390,12.118,45.095,2.18,0.243,14.838
7390.5,12.079,44.689,2.17,0.27,14.458
7391,12.067,43.416,2.147,0.264,14.214
7391.5,12.056,43.685,2.133,0.242,14.183
7392,12.058,41.243,2.13,0.238,14.401
7392.5,12.047,41.81,2.149,0.234,15.012
7393,12.054,40.882,2.16,0.238,15.875
7393.5,12.056,43.07,2.167,0.221,16.486
7394,12.049,41.453,2.158,0.22,16.777
7394.5,12.072,42.011,2.16,0.218,16.683
7395,12.117,42.092,2.169,0.22,16.422
7395.5,12.128,41.268,2.181,0.22,16.045
7396,12.132,41.798,2.194,0.222,15.504
7396.5,12.155,41.565,2.2,0.23,14.915
7397,12.158,43.682,2.204,0.243,14.272
7397.5,12.17,42.852,2.181,0.248,12.912
7398,12.206,43.815,2.161,0.246,10.993
7398.5,12.235,44.973,2.16,0.222,8.821
7399,12.241,49.248,2.192,0.211,6.794
7399.5,12.241,54.507,2.254,0.219,5.68
7400,12.228,62.527,2.323,0.291,5.424
7400.5,12.238,67.216,2.359,0.366,5.577
7401,12.171,63.022,2.332,0.335,5.715
7401.5,12.093,55.895,2.297,0.247,5.661
7402,12.097,45.473,2.284,0.153,5.722
7402.5,12.077,44.408,2.285,0.154,6.793
7403,12.093,38.871,2.258,0.169,10.146
7403.5,12.056,40.953,2.22,0.18,17.298
7404,12.054,39.413,2.182,0.187,28.438
7404.5,12.06,40.253,2.154,0.198,40.312
7405,12.047,39.37,2.154,0.208,40.695
7405.5,12.072,40.1,2.173,0.205,35.291
7406,12.084,41.702,2.177,0.199,33.168
7406.5,12.09,40.597,2.168,0.196,30.955
7407,12.089,42.311,2.161,0.2,28.716
7407.5,12.129,43.841,2.179,0.19,23.055
7408,12.148,46.002,2.226,0.182,17.909
7408.5,12.207,44.897,2.284,0.191,14.778
7409,12.272,45.801,2.344,0.208,11.767
7409.5,12.378,45.861,2.374,0.222,10.046
7410,12.423,47.776,2.335,0.26,8.995
7410.5,12.501,47.927,2.249,0.3,8.707
7411,12.533,52.083,2.171,0.313,9.318
7411.5,12.435,48.504,2.142,0.26,10.58
7412,12.274,46.072,2.152,0.207,12.413
7412.5,12.236,41.602,2.16,0.186,15.481
7413,12.228,44.045,2.167,0.189,20.674
7413.5,12.211,43.718,2.153,0.195,24.112
7414,12.173,45.422,2.168,0.201,22.787
7414.5,12.165,44.276,2.207,0.188,17.976
7415,12.164,43.7,2.286,0.169,13.774
7415.5,12.165,41.256,2.353,0.141,10.609
7416,12.191,40.203,2.393,0.139,8.832
7416.5,12.228,39.583,2.401,0.143,7.717
7417,12.41,39.929,2.41,0.154,6.939
7417.5,12.517,39.866,2.416,0.157,6.231
7418,12.614,43.01,2.406,0.175,5.808
7418.5,12.4,44.864,2.38,0.192,6.029
7419,12.327,45.261,2.303,0.201,6.509
7419.5,12.138,43.315,2.254,0.2,7.175
7420,12.125,42.585,2.234,0.207,8.275
7420.5,12.152,42.747,2.256,0.207,9.794
7421,12.165,40.729,2.279,0.183,12.36
7421.5,12.168,35.188,2.292,0.16,15.902
7422,12.166,34.539,2.286,0.165,19.447
7422.5,12.165,35.025,2.242,0.197,22.516
7423,12.153,37.75,2.185,0.216,24.648
7423.5,12.171,37.426,2.139,0.225,26.287
7424,12.127,40.184,2.118,0.234,28.311
7424.5,12.108,40.719,2.114,0.224,30.285
7425,12.072,40.158,2.113,0.209,30.679
7425.5,12.136,39.438,2.12,0.198,29.369
7426,12.177,38.555,2.129,0.202,25.628
7426.5,12.157,42.655,2.153,0.202,21.533
7427,12.174,41.428,2.204,0.182,17.278
7427.5,12.155,45.472,2.282,0.158,13.251
7428,12.157,45.678,2.365,0.154,10.832
7428.5,12.159,49.56,2.398,0.166,9.178
7429,12.155,47.056,2.387,0.184,8.13
7429.5,12.195,43.871,2.36,0.189,7.597
7430,12.203,39.27,2.337,0.188,6.996
7430.5,12.253,39.513,2.317,0.179,6.407
7431,12.276,38.135,2.308,0.187,6.036
7431.5,12.266,38.052,2.314,0.187,5.81
7432,12.216,37.135,2.305,0.195,5.642
7432.5,12.184,37.37,2.308,0.189,5.551
7433,12.182,38.1,2.299,0.184,5.488
7433.5,12.182,37.467,2.311,0.179,5.402
7434,12.177,37.074,2.305,0.175,5.246
7434.5,12.186,37.542,2.309,0.17,4.992
7435,12.167,41.109,2.333,0.185,4.715
7435.5,12.159,46.955,2.373,0.225,4.416
7436,12.161,55.888,2.407,0.274,4.041
7436.5,12.162,62.396,2.422,0.289,3.769
7437,12.161,68.059,2.43,0.305,3.514
7437.5,12.167,69.438,2.436,0.302,3.235
7438,12.161,73.307,2.431,0.321,2.982
7438.5,12.167,73.729,2.437,0.339,2.772
7439,12.153,74.441,2.447,0.357,2.618
7439.5,12.174,74.064,2.449,0.346,2.502
7440,12.161,76.741,2.438,0.327,2.38
7440.5,12.155,77.453,2.388,0.33,2.254
7441,12.13,74.182,2.337,0.326,2.161
7441.5,12.125,70.72,2.314,0.315,2.136
7442,12.128,67.349,2.352,0.296,2.141
7442.5,12.127,65.839,2.409,0.293,2.139
7443,12.125,65.391,2.435,0.285,2.128
7443.5,12.128,68.682,2.438,0.29,2.138
7444,12.095,74.164,2.448,0.289,2.193
7444.5,12.13,76.029,2.448,0.311,2.283
7445,12.121,76.938,2.457,0.325,2.385
7445.5,12.095,80.04,2.447,0.324,2.487
7446,12.089,79.489,2.443,0.289,2.573
7446.5,12.089,75.941,2.438,0.266,2.65
7447,12.095,71.136,2.452,0.271,2.755
7447.5,12.115,71.038,2.443,0.275,2.912
7448,12.168,72.983,2.447,0.264,3.119
7448.5,12.159,70.972,2.439,0.253,3.453
7449,12.168,70.613,2.452,0.259,3.837
7449.5,12.138,64.772,2.439,0.266,4.3
7450,12.115,62.257,2.377,0.254,4.9
7450.5,12.097,53.212,2.26,0.225,5.691
7451,12.086,48.679,2.185,0.198,6.892
7451.5,12.093,41.287,2.175,0.181,9.309
7452,12.082,39.423,2.207,0.176,14.949
7452.5,12.088,38.439,2.225,0.173,22.475
7453,12.095,37.052,2.221,0.181,31.477
7453.5,12.095,38.835,2.212,0.19,35.684
7454,12.059,39.322,2.201,0.196,37.143
7454.5,12.049,38.041,2.19,0.197,36.741
7455,12.054,35.447,2.182,0.192,37.357
7455.5,12.058,34.14,2.187,0.182,36.665
7456,12.054,36.698,2.191,0.174,34.013
7456.5,12.058,37.023,2.188,0.172,29.727
7457,12.054,38.258,2.19,0.181,26.523
7457.5,12.054,39.269,2.192,0.245,26.207
7458,12.051,44.145,2.182,0.288,27.097
7458.5,12.037,45.748,2.158,0.278,26.663
7459,12.021,47.289,2.15,0.205,24.624
7459.5,12.01,42.81,2.182,0.168,24.059
7460,12.021,40.764,2.221,0.182,29.881
7460.5,12.017,39.294,2.237,0.209,38.923
7461,12.032,37.77,2.237,0.217,46.175
7461.5,12.033,38.194,2.226,0.216,52.022
7462,12.034,38.194,2.191,0.205,55.954
7462.5,12.037,41.52,2.154,0.203,54.262
7463,12.037,41.086,2.144,0.211,51.32
7463.5,12.033,38.249,2.145,0.208,50.134
7464,12.047,36.058,2.157,0.204,49.48
7464.5,12.051,37.07,2.166,0.194,47.456
7465,12.058,38.529,2.182,0.189,45.937
7465.5,12.058,38.269,2.188,0.183,43.832
7466,12.022,37.457,2.196,0.177,40.633
7466.5,12.02,38.836,2.209,0.171,36.041
7467,12.027,40.06,2.217,0.165,32.881
7467.5,12.012,37.951,2.221,0.156,29.549
7468,12.022,35.43,2.222,0.159,23.25
7468.5,12.039,34.781,2.242,0.16,16.974
7469,12.032,38.989,2.273,0.162,13.08
7469.5,12.092,43.294,2.319,0.167,10.884
7470,12.187,47.23,2.367,0.178,9.949
7470.5,12.223,48.62,2.364,0.187,9.736
7471,12.17,47.81,2.338,0.174,9.619
7471.5,12.034,45.18,2.303,0.152,10.063
7472,12.019,41.682,2.295,0.136,11.357
7472.5,12.013,38.853,2.281,0.139,14.228
7473,12.039,37.141,2.26,0.144,19.141
7473.5,12.032,37.546,2.249,0.162,18.533
7474,12.081,39.574,2.243,0.228,12.344
7474.5,12.101,46.641,2.287,0.281,9.908
7475,12.133,51.992,2.314,0.301,9.411
7475.5,12.127,54.831,2.271,0.282,8.479
7476,12.047,51.181,2.168,0.268,7.483
7476.5,11.983,46.549,2.1,0.281,7.056
7477,11.997,42.039,2.085,0.288,7.13
7477.5,12.018,45.108,2.17,0.285,7.028
7478,12.172,47.632,2.271,0.271,6.392
7478.5,12.262,54.171,2.382,0.261,5.388
7479,12.265,56.029,2.403,0.282,4.446
7479.5,12.26,61.395,2.404,0.312,3.825
7480,12.228,66.732,2.406,0.338,3.465
7480.5,12.167,71.783,2.387,0.339,3.201
7481,12.117,74.669,2.375,0.319,3.044
7481.5,12.044,72.885,2.357,0.31,3.038
7482,12.023,68.099,2.326,0.307,3.116
7482.5,12.008,62.374,2.28,0.314,3.233
7483,12.024,59.409,2.222,0.293,3.305
7483.5,12.017,58.517,2.218,0.289,3.299
7484,12.01,60.53,2.194,0.311,3.295
7484.5,12.022,64.305,2.164,0.325,3.294
7485,12.035,65.035,2.11,0.316,3.263
7485.5,12.056,61.169,2.097,0.3,3.191
7486,12.059,55.818,2.107,0.289,3.114
7486.5,12.063,54.993,2.1,0.287,3.129
7487,12.084,55.805,2.104,0.265,3.225
7487.5,12.092,56.291,2.126,0.277,3.25
7488,12.091,56.078,2.156,0.283,3.194
