,Depth,Forest,Lasso,SGDRegressor,XGB,Original,Ols,Ridge
3129,7093.5,100.0066781685414,67.74755707014982,60.089645826466956,95.10507,55.06250000000002,59.249781912255095,59.074473450332874
3130,7094.0,98.72639222092171,67.89151104901333,62.71520195168602,94.164536,55.06250000000002,59.637873014463864,61.08526275908204
3131,7094.5,98.35255939742385,67.92432640291052,63.40514587533521,96.04208,55.06250000000002,59.78581670442045,61.620310752673404
3132,7095.0,98.50915004196605,67.9325232613628,63.65481410873508,97.03385,55.06250000000002,59.881609785478915,61.822188010582366
3133,7095.5,98.48060922910368,67.93221763780542,63.74873824623177,96.85278,55.06250000000002,59.957692644817314,61.90615485077516
3134,7096.0,98.33529032196665,67.93221406835644,63.844907267314326,96.65678,55.06250000000002,60.03194702214807,61.99138906189122
3135,7096.5,97.81931100976954,67.92431721341627,63.77344632016725,96.395935,55.06250000000002,60.07091605675156,61.946947460289806
3136,7097.0,97.14385336217589,67.9182538279175,63.74410921900038,96.14871,55.06250000000002,60.12054359290549,61.93543323076029
3137,7097.5,96.38880509078948,67.91156428988728,63.68979948532315,95.23613,55.06250000000002,60.15847156285974,61.90328346055421
3138,7098.0,96.50664131476059,67.9041640612263,63.560008393242654,95.41173,55.06250000000002,60.146994248078265,61.80596478809585
3139,7098.5,98.42441047528273,67.89652370462962,63.34146024786885,94.95323,55.06250000000002,60.07011816323178,61.63052124770079
3140,7099.0,98.69917112514499,67.89725642197769,63.24923887875124,95.34063,55.06250000000002,59.9919821109707,61.547343437263095
3141,7099.5,98.55500244816122,67.89795127023868,63.29864521777253,95.48324,55.06250000000002,60.0228497531802,61.58970163807965
3142,7100.0,98.04949835023645,67.89864137724975,63.41692109532646,95.35014,55.06250000000002,60.10652027822501,61.69305633831353
8655,9856.5,101.36264292591147,102.84828466032471,100.4995276532874,106.54993,121.91799999999995,113.36714317002597,106.20950888830146
8656,9857.0,101.36264292591147,102.84819352186668,100.51043576145679,106.54993,121.91799999999995,113.37989155530252,106.22050046519247
8657,9857.5,101.19334026320404,102.8414670222821,100.34383581970341,106.43967,121.91799999999995,113.32737189509153,106.07844004655686
8658,9858.0,101.19334026320404,102.84204089445848,100.20029518190431,106.43629,121.91799999999995,113.18976905899908,105.93918177878008
8659,9858.5,101.15997060993264,102.83878424920943,100.27145333505165,106.373245,121.91799999999995,113.30335314816827,106.01647852351691
8660,9859.0,101.12710044806322,103.37504091183882,100.69465845675607,105.238556,121.78829999999998,113.96724217999687,106.50383200344054
8661,9859.5,101.12710044806322,104.13908075548866,101.31819003257681,105.33333,121.50020000000005,114.78116331020078,107.18252831202837
8662,9860.0,101.12710044806322,104.00670947314269,101.0964382452157,105.16001,121.37799999999996,114.51217857723576,106.93977257447955
8663,9860.5,101.12710044806322,102.73145987588782,100.41546255144185,105.38739,121.44120000000002,113.28124133706424,106.0879208185466
8664,9861.0,101.14533868412218,100.82095794865067,99.14250631184855,106.30819,121.33170000000001,111.135207475506,104.54094794669194
8665,9861.5,101.35278369400784,99.9064616096796,98.57128593726065,106.330605,120.92529999999998,109.93197978225217,103.77471107963305
8666,9862.0,101.44445077397671,100.29789267155992,98.91404362100046,106.17753,120.64539999999997,110.12688747120004,104.09082859810398
8667,9862.5,101.3936772006315,100.75921739339954,98.99022760524382,106.13466,120.83540000000006,110.58014011055693,104.28045099928543
8668,9863.0,101.4065149101886,100.38206376556734,98.7471078351042,105.93097,121.29970000000002,110.3172254020421,104.0425203923944
8669,9863.5,101.39036952454326,99.68325094170169,98.07125857714793,105.23825,121.62270000000001,109.58731846814524,103.3446631022324
8670,9864.0,101.35278369400784,99.84398104617625,98.34775064108631,106.35855,121.46790000000003,109.89850498698245,103.6225349238764
